pubchem_cid,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,Ncharges,C,H,N,O,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,F,Cl,Br,S,P,B,I,K,Sb,Hg,Pt,V,Zn,Cr,Se,As,abonds,atoms,dbonds,logP,nF,sbonds,tbonds
115175,1.832940882,411.257041,16.75286609,14.51904716,14.51904716,11.23638211,9.196568897,9.196568897,6.161383343,6.161383343,4.034337075,4.034337075,2.628475437,2.628475437,5.969305288,4.794537184,0,5.760247419,12.55318972,12.84164325,70.2745833,6.066367068,0,6.9237372,14.26054129,324.2300595,0.913043478,1.434782609,1.913043478,0.736842105,-1.45,23,292.205,161859.8716,19.59640371,13.0317385,10.03160916,139.7691652,10.65385155,0.475371276,10.65385155,0.371451308,0.074357313,0.371451308,-1.064617093,-0.475371276,6.0577,92.2403,324.461,1,4,0,0,0,0,1,1,3,1,4,0,15,0,0,0,132,14.26054129,0,0,5.760247419,5.94630776,5.969305288,0,4.794537184,0,0,77.55277505,12.48718869,6.066367068,6.606881965,1,19.05507847,5.969305288,0,0,0,83.97359667,6.606881965,17.89298156,0,5.94630776,4.736862954,0,5.94630776,0,17.68271465,0,0,94.52838128,16.54988507,0,0,0,59.67,0,0,0,0,0,0,0,0,5.03036486,45.46963514,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.398419312,323.4529928,11.5061,33,4,0,1,1,0,0,0.652173913,23,1,0,125.475,54,0,0,0,0,62.5,15.08989128,0.982224741,14.36297209,21.04347826,14.35207101,282,279,0,19,32,0,4,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,1,6.0577,0,49,0
115193,1.695523834,833.3471906,19.67299763,16.69640317,17.51289975,13.54604519,10.22271624,11.03921283,8.127208989,9.210985945,5.98577734,7.177428597,4.273993335,5.413793854,0,9.496942443,0,12.42410281,11.95974688,44.04008713,21.58583795,23.89461909,6.066367068,41.84639507,0,400.1984628,1.071428571,1.857142857,2.571428571,0.47826087,-1.4,28,371.331,2850930.09,19.89656684,8.536718905,4.129658565,171.0937448,13.89090122,0.395044554,13.89090122,0.123855845,0.164195955,0.123855845,-0.164195955,-0.395044554,4.3074,112.5978,400.563,1,3,0,2,2,2,0,2,4,1,5,0,4,0,1,1,150,5.106527395,5.817220841,0,0,0,0,9.799819462,4.390415048,0,0,43.80846055,47.22818335,48.55658981,6.606881965,4,9.496942443,11.76188495,0,9.799819462,0,42.01900985,39.33066399,58.90577773,0,0,0,4.390415048,0,11.76188495,54.23701085,6.420821623,5.817220841,42.49757575,46.18916936,0,0,0,26.71,0,1.704202593,0,0,0,0,0,0,13.89090122,43.40489619,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827490996,400.5629932,10.4681,31,2,3,3,0,1,2,0.129032258,31,2,0,141.5216,60,0,0,0,0,54.41,12.05958181,0.983264499,11.26484006,21.24037461,9.42768595,311,335,0,23,29,2,1,0,0,2,0,1,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,57,0,4.1832,1,48,0
115210,2.297764671,880.7307204,16.56011345,13.76581659,13.76581659,11.02407581,7.763054908,7.763054908,5.71126625,5.71126625,3.699307813,3.699307813,2.823467324,2.823467324,5.969305288,4.794537184,0,6.103966388,12.30080996,33.11881319,0,13.12058077,38.9703128,9.967957042,9.473725908,312.1473925,1.260869565,2.043478261,2.739130435,0.333333333,-2.56,23,292.209,193960.7046,15.34008293,5.911334791,2.627240686,134.1667479,12.10367633,0.490284201,12.10367633,0.356708054,0.066870786,0.356708054,-0.399528639,-0.490284201,3.98842,90.0572,312.369,1,5,0,0,0,1,2,3,4,1,5,0,4,0,0,0,120,14.45770443,5.749511833,5.693927995,0,0,5.969305288,0,9.778515705,0,0,6.066367068,45.39113443,10.77244843,29.94109336,3,14.26826309,27.77515515,0,9.967957042,0,33.79891519,6.606881965,35.65332426,0,5.749511833,4.736862954,0,5.749511833,0,28.64811068,4.736862954,6.9237372,36.82312827,24.39594478,0,21.80584986,0,64.21,0,0,0,0,0,0,0,0,0,51.66666667,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.739863264,312.3689933,7.7202,24,4,1,1,0,0,0,0.2,25,2,0,111.8039,45,0,0,0,0,64.21,12.64952411,1.009912174,11.52537045,17.8112,7.486111111,226,229,0,18,20,2,3,0,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,1,3.9884,0,29,0
115237,1.23966727,1163.573357,21.53480495,17.68124141,17.68124141,15.00804039,11.06463106,11.06463106,8.722993144,8.722993144,6.770434872,6.770434872,4.976742477,4.976742477,6.103966388,14.29147963,0,11.37648774,36.71173034,61.23426578,12.13273414,10.63346672,6.9237372,15.04055151,4.523094937,426.2067189,1.225806452,2.032258065,2.838709677,0.52173913,-2.58,31,399.276,18087426.53,20.32979285,8.163633643,3.784882514,179.0335308,13.39820467,0.385171513,13.39820467,0.256555495,0.002374874,0.256555495,-0.641358985,-0.385171513,3.08132,113.5138,426.492,1,7,0,2,2,1,2,3,7,1,8,0,4,0,1,1,164,14.52953206,17.74559173,5.583020142,0,5.559266895,0,9.361636832,9.374393569,0,0,5.156663257,64.25009226,41.71738963,5.693927995,5,14.02003738,10.96924436,0,19.60765116,0,57.59447415,19.63426922,57.1458381,0,0,5.559266895,4.390415048,0,0,44.34844777,12.96557803,12.74095804,60.48087091,27.51673333,0,10.96924436,0,84.39,0,0,0,0,0,0,0,0,20.38140135,51.61859865,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690288796,426.4919909,8.3413,31,6,2,2,0,1,1,0.114285714,35,4,0,142.5747,62,0,0,0,0,85.59,11.73021709,0.974792696,11.03355046,22.7755102,9.70011534,327,365,0,23,27,4,3,0,0,2,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,58,1,3.0192,1,45,0
115355,2.497506625,694.8545566,17.36144284,11.55306989,11.55306989,10.62491622,6.579240371,6.579240371,5.07023965,5.07023965,3.539706361,3.539706361,2.420404254,2.420404254,51.18153971,37.66917496,0,25.32883194,12.13273414,0,0,0,0,0,0,329.0511071,1.173913043,1.739130435,2.217391304,0.357142857,-2.58,23,319.15,84876.44029,16.78476464,5.899505172,3.274946416,126.9792571,12.62708693,0.41616111,12.62708693,0.41616111,0.01728277,0.298387099,-4.816651786,-0.298387099,2.7346,69.7839,329.23,0,6,1,0,1,1,0,1,5,0,9,0,3,1,0,1,122,0,5.917906046,17.34973484,0,5.687386275,6.176298517,24.49792982,0,13.17124514,0,0,18.55355576,18.90801031,16.05021403,2,32.47816774,23.03712111,0,0,5.917906046,25.43876339,0,39.44032246,0,0,0,18.85863142,0,0,22.27304589,15.76537289,16.03222431,35.18390504,18.19910121,0,0,0,94.35,0,0,0,0,0,0,0,0,37.8812608,46.20207254,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367690094,329.2299912,4.3915,14,3,0,0,0,0,0,0.166666667,24,0,0,81.1839,34,2,0,0,0,94.35,9.109990858,1.029124499,7.852175673,19.32638889,7.486111111,178,203,2,14,10,1,5,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,4,3.2578,3,24,0
119031,5.348506665,431.3185107,18.36987901,14.63567992,14.63567992,10.44981339,7.592084249,7.592084249,7.078810875,7.078810875,3.483270395,3.483270395,2.20502139,2.20502139,35.29306319,19.49013895,0,18.2459074,0,0,12.52776858,20.7712116,13.8474744,10.63357721,5.207253025,331.210721,1.043478261,1.565217391,1.913043478,0.8,-1.67,23,302.181,41767.95731,21.33,8.830330544,6.535079863,136.5250995,12.50527305,0.38233813,12.50527305,0.272471777,0.02776043,0.272471777,-1.701198035,-0.38233813,-0.2081,84.3334,331.413,5,8,0,0,0,0,0,0,5,5,8,0,7,0,0,0,134,15.7401046,12.14580722,0,11.81435946,5.907179729,0,19.59086458,5.480096598,0,0,34.618686,17.75371814,7.047671983,5.917906046,0,24.69739197,17.72153919,0,16.11367381,17.25080256,53.18531484,7.047671983,0,0,0,16.11367381,0,0,0,47.22879881,14.38361155,17.25080256,41.03950762,0,0,0,0,127.76,0,0,0,0,0,0,0,0,0,65.58333333,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325748739,331.4129936,6.6176,36,8,5,5,1,1,0,0.5,22,0,0,115.4692,51,0,0,0,0,130.59,9.698989107,0.960144914,9.101588802,23,10.09573361,257,254,0,15,29,3,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0.9646,0,48,0
119182,2.070664128,653.0999261,14.43879311,10.01866721,10.77459615,9.524075805,5.766192184,6.144156657,4.384621991,4.722683693,3.169014808,3.338045659,2.175375399,2.346482276,31.21439131,9.496942443,0,22.26532704,0,0,10.89441972,0,0,14.95193556,27.17799772,303.0534451,1.5,2.25,2.9,0.5,-1.55,20,292.593,48948.28905,13.43385352,4.774038712,1.900881722,116.520728,14.0685497,0.39356669,14.0685497,0.225952838,0.061492373,0.225952838,-1.736559902,-0.39356669,-0.3494,66.644,303.681,4,8,0,1,1,0,2,2,8,3,10,0,2,0,1,1,108,20.68358522,17.72463349,23.86461656,5.28358632,0,0,4.567099648,9.374393569,9.967957042,0,0,11.60093989,0,12.93420204,3,19.34033279,28.58268061,0,19.51903521,0,24.60750934,12.34054944,11.61090639,0,0,5.733667477,10.20827783,0,11.60093989,54.71858014,4.736862954,0,6.227901171,6.327320075,5.28358632,11.16387794,0,119.31,0,5.713254791,0,0,0,0,0,0,15.33521636,37.06263996,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648649936,303.6809939,2.7593,18,8,3,2,0,2,0,0.090909091,22,3,0,78.6874,33,0,0,0,0,119.31,9.508520384,0.967695622,8.825941306,14.91735537,5.652892562,169,196,0,10,11,5,3,0,0,1,0,2,0,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0.2318,1,23,0
119369,1.540824507,1121.755198,22.66456146,18.83779761,18.83779761,15.4523975,10.9973069,10.9973069,8.483639692,8.483639692,6.093741908,6.093741908,4.359204756,4.359204756,0,9.589074368,0,11.81435946,29.40088649,24.09248101,5.563451492,30.33183534,48.22184934,30.37840937,0,427.2259772,0.9375,1.625,2.34375,0.259259259,-3.44,32,398.316,19921972.8,21.77923598,9.366296977,4.433597766,189.2168131,13.41637708,0.321989297,13.41637708,0.257777378,0.019781045,0.257777378,-0.154306237,-0.321989297,5.29062,129.3547,427.548,1,5,0,1,1,3,0,3,3,1,5,0,4,0,0,0,164,15.11660807,0,0,0,11.81435946,0,9.589074368,0,0,0,36.39820241,81.38582981,35.08827277,0,4,9.589074368,23.18913201,0,4.899909731,0,25.80722127,30.85679871,95.05021079,0,0,10.21669833,11.37477255,0,0,37.35436956,0,6.9237372,50.72636441,72.79640482,0,0,0,52.65,0,0,0,0,0,0,0,0,0,69.66666667,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615459048,427.5479909,10.7089,33,4,2,2,0,0,1,0.171428571,35,1,0,158.3303,64,0,0,0,0,53.85,14.49881385,1.018127784,13.24066221,25.10367347,11.62015827,321,342,0,27,29,3,2,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,61,2,5.4286,0,44,0
119373,1.13843902,1845.488716,29.21660322,23.95219218,23.95219218,20.48222814,13.96881068,13.96881068,10.46818853,10.46818853,8.020092259,8.020092259,5.72775925,5.72775925,0,9.589074368,0,11.33597012,38.80619946,43.97493613,16.69035448,57.72759503,24.26546827,27.33341099,14.21058886,563.2420212,0.833333333,1.5,2.214285714,0.235294118,-4.82,42,530.39,4249348669,27.3547884,11.58133962,5.167791888,243.3805922,13.34592159,0.494554531,13.34592159,0.257296052,0.145638665,0.257296052,-0.294177205,-0.494554531,5.5602,165.2529,563.654,2,8,0,1,1,4,1,5,6,2,8,0,8,0,0,0,214,24.51135599,5.749511833,16.92781406,0,5.907179729,0,14.4889841,0,0,0,24.26546827,78.06293427,36.09410392,37.92624555,6,19.00512605,33.40041587,0,9.883888252,0,19.38639965,39.73569404,105.2735384,0,17.2485355,24.95616786,5.687386275,17.2485355,0,50.20997342,19.38639965,0,27.04834315,77.59094201,0,21.80584986,0,92.89,0,0,0,0,0,0,0,0,0,92.33333333,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.240299092,563.6539875,12.7032,39,6,3,3,0,0,1,0.191489362,47,2,0,198.8222,80,0,0,0,0,94.09,16.50717849,0.997510321,15.54837864,31.96106836,14.61349967,403,431,0,34,33,3,5,0,2,1,0,0,0,1,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,75,2,5.5711,0,50,0
119565,3.932522668,274.3109791,11.19023444,8.362192911,9.178689492,6.387845994,4.613235564,6.509517726,3.307042429,5.747208758,1.903409676,3.746718964,0.920369717,2.514158574,21.7401583,9.003435676,0,12.17367523,5.752853607,12.84164325,0,0,6.9237372,0,15.61977304,222.1038134,1.571428571,2.142857143,2.571428571,0.875,-0.62,14,204.166,750.2416689,13.38,5.975542973,5.929515341,84.6579719,11.49022298,0.480086057,11.49022298,0.320001484,0.083796296,0.320001484,-2.615648148,-0.480086057,0.63527,55.7323,222.31,4,5,0,0,0,0,0,0,4,3,6,0,7,0,0,0,84,10.84019487,6.041840829,0,0,0,5.969305288,9.574115348,4.208898492,0,0,13.34455882,12.84164325,21.2347194,0,0,14.10996307,15.69831747,4.779578164,0,5.733667477,32.2280429,11.50570721,0,0,0,5.733667477,0,0,0,32.83227922,14.52354937,4.779578164,26.18620207,0,0,0,0,104.24,0,-2.615648148,0,0,0,0,0,0,11.49022298,33.54209184,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587400125,221.3019978,6.5029,20,4,2,2,1,0,0,0.538461538,13,0,0,73.7189,30,0,0,0,0,117.07,8.606240811,0.981965485,7.764300721,14,6.477508651,156,157,0,8,18,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,2.301,0,28,0
121919,2.138732667,820.5951845,17.10408353,12.69925423,14.28525077,11.59655545,7.295005842,8.088004112,5.239728464,6.155403993,3.687935063,4.181186702,2.59027497,2.951360231,5.907179729,9.589074368,0,18.99669254,5.687386275,21.3113075,4.899909731,6.066367068,42.46456948,26.34814003,5.84267027,386.0378378,1.25,2,2.708333333,0.117647059,-2.51,24,372.117,333518.1242,16.35137575,6.939614432,3.219984549,147.0130136,12.47654356,0.300662891,12.47654356,0.253430425,0.033355064,0.253430425,-0.444092721,-0.300662891,1.623,95.7731,387.237,3,6,0,1,1,2,0,2,4,2,7,0,3,0,0,0,122,4.899909731,13.08951281,0,5.907179729,5.907179729,0,20.0072705,5.84267027,0,0,46.26177924,18.19910121,15.5996225,11.39907128,3,9.589074368,39.14337463,0,5.425791397,10.835075,0,17.98942254,64.13055905,0,0,16.1683714,5.687386275,0,15.9299439,30.61555727,9.589074368,0,11.12690298,57.9960608,0,0,0,87.79,0,0,0,0,0,0,0,0,0.86338564,54.59547317,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476801822,387.2369932,5.17,21,6,2,1,0,0,0,0.153846154,26,1,0,104.4596,41,0,0,0,0,87.79,12.03501669,1.017718692,10.82548457,18.78106509,8.589506173,201,221,0,17,15,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,3,2.2148,0,26,0
121926,1.780733636,1151.939783,20.2169677,16.39767952,16.39767952,14.2070399,9.470057989,9.470057989,6.634180886,6.634180886,4.715201786,4.715201786,3.430146206,3.430146206,5.969305288,4.794537184,0,18.90769192,12.17033346,33.11881319,0,20.23037831,48.53093655,9.967957042,14.21058886,390.1579572,1.068965517,1.896551724,2.655172414,0.217391304,-3.38,29,368.263,6298113.395,18.95902345,8.324688602,3.794256981,167.9724453,12.39311189,0.488891606,12.39311189,0.35681182,0.250536768,0.35681182,-0.451590562,-0.488891606,4.6182,111.0432,390.439,1,6,0,0,0,2,2,4,5,1,6,0,7,0,0,0,148,19.19456738,12.3563938,5.693927995,0,0,5.969305288,0,9.778515705,0,0,30.33183534,30.6862899,28.96239818,24.92730822,4,19.00512605,27.77515515,0,9.967957042,0,20.13750113,13.71667951,71.5486111,0,5.749511833,4.736862954,0,5.749511833,0,29.65394184,22.68748984,0,28.53910536,54.72778012,0,21.80584986,0,73.44,0,0,0,0,0,0,0,0,0,64.5,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.466309821,390.4389913,8.8555,27,5,1,1,0,0,0,0.25,32,2,0,134.6829,54,0,0,0,0,73.44,16.26319151,1.009887661,15.10396099,22.203125,10.54338843,268,279,0,23,22,2,4,0,1,0,0,0,0,0,0,1,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,1,4.6182,0,32,0
122077,1.643949856,1198.359369,19.67299763,14.4249596,15.99738513,13.52487714,8.34559802,9.603215304,6.040146353,7.305449331,4.211037395,5.298346683,2.989050754,3.927204345,11.87648502,14.69560176,0,12.2386844,21.36482051,10.94967571,15.90388553,24.26546827,35.71189811,10.30076712,11.60093989,411.04444,1.142857143,1.892857143,2.678571429,0.05,-3.16,28,397.758,3498969.85,18.21485137,7.456361981,3.493900625,168.5716319,12.81446931,0.479915007,12.81446931,0.323040863,0.262123628,0.323040863,-1.022539445,-0.479915007,4.7551,110.087,411.87,2,6,0,0,0,2,2,4,5,2,8,0,5,0,0,0,140,9.673627043,12.2386844,5.13155848,0,5.907179729,5.969305288,14.90586297,4.983978521,0,11.33678588,47.9991423,18.19910121,26.86907251,5.693927995,4,14.69560176,50.8486942,0,9.551078169,0,6.544756406,5.316788604,70.6939277,0,11.25737949,5.316788604,5.13155848,0,22.93772577,26.53409058,11.33929359,0,10.48846518,59.97736639,5.022633314,22.16030442,0,84.22,0,7.477819584,0,0,0,0,0,0,1.481728133,60.98489673,1,0,0,0,0,2,0,0,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.495745868,410.861993,7.0827,17,7,1,2,1,0,0,0.193548387,31,2,0,121.8154,44,0,0,0,0,115.29,11.96028582,0.979709607,11.20799074,21.24037461,9.42768595,220,252,0,20,14,3,3,0,1,1,0,0,0,0,1,0,0,0,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,42,2,4.8281,0,22,0
