pubchem_cid,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,Ncharges,C,H,N,O,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,F,Cl,Br,S,P,B,I,K,Sb,Hg,Pt,V,Zn,Cr,Se,As,abonds,atoms,dbonds,logP,nF,sbonds,tbonds
25126798,1.701320839,849.2211357,15.6480536,12.81305377,12.81305377,11.36450464,8.061480309,8.061480309,6.145373004,6.145373004,4.813106787,4.813106787,3.656009696,3.656009696,0,5.261891555,0,6.041840829,12.33872767,22.29078092,25.68328649,6.327320075,29.33870072,26.11983868,0,306.1592946,1.347826087,2.217391304,3.043478261,0.411764706,-2.68,23,288.229,488454.5731,13.94700176,5.840473736,2.482270158,133.7321371,9.17987278,0.346034664,9.17987278,0.14080563,0.16648408,0.14080563,0.16648408,-0.346034664,3.46638,86.3347,306.373,1,6,1,0,1,0,3,3,5,1,6,0,4,1,0,1,116,4.983978521,11.9744973,0,0,0,0,4.681802935,9.967957042,10.36057336,0,12.84164325,24.82591636,23.34336285,30.42265533,4,0,11.03340144,5.261891555,24.73242031,5.917906046,38.14594894,0,30.98421786,0,17.3266008,0,0,0,0,24.73242031,0,17.24901891,38.14594894,30.98421786,0,22.29078092,0,83.18,0,0,0,0,0,0,0,0,1.967397014,46.86593632,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799678778,306.3729947,6.43538,22,5,1,1,0,0,0,0.153846154,26,3,0,106.5874,44,0,0,0,0,83.18,11.66255971,1.013489916,10.50732684,16.46745562,7.486111111,228,260,0,17,18,6,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,0,3.46638,0,28,1
25127713,1.62514723,1216.021042,23.53480495,17.77726487,19.28912276,15.9054172,10.22174755,10.97767649,7.437022518,8.222187118,5.430904559,6.212126756,3.667964228,3.978712262,5.817220841,9.184952232,0,27.74379902,54.15096743,0,24.53607432,24.14244141,0,21.86368133,32.67560569,490.0974741,1.242424242,2,2.696969697,0.260869565,-3.1,33,470.182,28914718.12,23.07145998,9.804720604,4.815391187,199.6688789,14.56823867,0.492785648,14.56823867,0.245457495,0.084133577,0.245457495,-0.678939639,-0.492785648,5.3837,126.2197,491.35,1,7,0,1,1,2,1,3,6,1,10,0,6,0,1,1,172,19.69042424,18.24914924,17.31624451,5.907179729,0,0,4.794537184,14.35837209,0,0,29.78081546,24.27512131,37.38374734,28.35915116,4,18.65867814,51.51723349,0,14.86786677,0,18.94560963,25.51609896,59.11023161,0,11.49902367,14.79051451,15.8956641,11.49902367,23.20187978,47.07832324,4.794537184,5.817220841,12.84164325,43.24774414,10.04526663,10.90292493,0,76.58,0,11.81640631,0,0,0,0,0,0,14.56823867,55.33757725,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368575044,491.3499891,9.885,28,6,1,1,0,0,0,0.194444444,36,2,0,146.0836,57,0,0,0,0,76.58,11.53081565,1.012192923,10.39191491,26.07407407,11.82314494,287,314,0,23,21,4,3,0,1,1,0,0,0,0,0,0,2,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,2,5.3946,1,38,0
25142799,1.854338566,779.1117005,13.78624628,10.73087871,10.73087871,9.82649984,6.31046993,6.31046993,4.362290847,4.362290847,2.990264883,2.990264883,1.948092913,1.948092913,0,4.794537184,0,5.783244946,5.563451492,16.59685293,6.076020107,30.60244139,36.39820241,9.967957042,0,260.094963,0.95,1.75,2.6,0,-2.81,20,248.2,61758.66302,12.23544093,5.446172584,2.616521834,116.1762032,11.9392254,0.289287879,11.9392254,0.185518676,0.053371651,0.185518676,-0.053371651,-0.289287879,3.5259,79.3445,260.296,0,3,0,0,0,1,2,3,3,0,3,0,3,0,0,0,96,0,0,5.783244946,0,0,0,9.778515705,4.983978521,0,0,24.26546827,36.41750849,23.34336285,11.21062871,3,4.794537184,22.76218999,0,9.967957042,0,0,0,78.25802328,0,0,0,0,0,0,15.75120199,0,0,16.05191667,67.0006438,0,16.97894504,0,42.85,0,0,0,0,0,0,0,0,0,45.33333333,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.534191442,260.2959943,5.0019,15,3,0,0,0,0,0,0.136363636,22,2,0,92.0285,34,0,0,0,0,42.85,13.98798918,1.077151382,11.98609408,14.91735537,7.319857313,162,180,0,17,12,2,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,2,3.5259,0,15,0
25145656,1.505757472,1445.028404,21.37166824,16.58024048,16.58024048,15.11852484,9.675210433,9.675210433,7.08576084,7.08576084,5.089771881,5.089771881,3.509687886,3.509687886,11.72440057,9.184952232,0,5.563451492,23.45585483,22.16030442,19.18040612,29.17229568,24.26546827,31.43377304,0,412.1447874,1.064516129,1.935483871,2.774193548,0.086956522,-4.2,31,395.292,21157926.15,18.80497554,7.564707004,3.48035551,176.164208,14.38830423,0.35502044,14.38830423,0.253496689,0.019073109,0.253496689,-0.616319749,-0.35502044,3.429,114.1152,412.428,1,7,0,0,0,2,3,5,6,1,8,0,4,0,0,0,152,5.316788604,11.51114884,0,0,11.68483345,0,9.778515705,18.87376998,5.098681808,0,18.19910121,35.89528683,30.61501288,29.16776735,5,9.184952232,22.58775839,0,29.88280387,0,6.420821623,7.047671983,89.75951908,0,11.25737949,5.316788604,4.390415048,0,0,37.52086698,6.420821623,5.817220841,21.61536816,67.12146726,0,27.93795814,0,85.07,0,0,0,0,0,0,0,0,16.04836501,57.61830166,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.488891302,412.4279915,6.6868,23,7,1,1,0,0,0,0.142857143,35,3,0,131.8009,52,0,0,0,0,85.07,13.01988316,1.014473683,11.83412609,22.7755102,10.092,257,288,0,23,17,6,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,48,1,3.8199,1,24,0
25150857,1.381884509,1149.735107,24.90720215,21.74243452,21.74243452,17.62285614,13.02769606,13.02769606,9.920789275,9.920789275,7.369023419,7.369023419,5.211732473,5.211732473,0,0,0,0,17.5408645,87.7448867,5.563451492,14.21959508,12.13273414,57.39602512,19.44168295,490.3056245,0.888888889,1.638888889,2.388888889,0.5,-3.1,36,452.348,217143906.6,24.58807515,11.30766481,5.653878932,213.7634388,5.603921806,0.492842071,5.603921806,0.227438266,0.366978589,0.227438266,0.366978589,-0.492842071,3.8654,145.3327,490.652,1,8,0,2,2,2,1,3,8,1,8,0,7,0,2,2,192,24.59033397,5.817862778,11.49902367,5.948339281,0,0,4.899909731,4.983978521,4.983978521,0,30.33183534,44.48471182,56.76297055,19.7362958,5,9.473725908,22.66912699,0,19.7677765,0,31.8490621,70.75250384,48.02802097,0,11.49902367,19.69042424,11.76620206,11.49902367,0,86.34542283,6.544756406,0,24.82591636,42.46456948,0,10.90292493,0,65.99,0,0,0,0,0,0,0,0,0,69.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535638006,490.6519907,13.3075,44,6,3,3,0,0,2,0.175,40,3,0,179.7064,78,0,0,0,0,68.39,15.12960784,1.019598812,13.83878528,27.5625,13.37520661,402,419,0,28,38,6,2,0,1,3,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,74,0,3.8792,0,61,0
25151504,1.277205987,1701.67928,38.12453433,31.44682837,33.07982153,26.21155033,18.66376633,20.42307195,13.98005293,15.84063207,9.271967757,11.21921364,6.250043837,7.581985395,12.1350809,14.38361155,0,30.62885786,64.3252909,39.79511468,11.33678588,34.99175044,66.04373346,44.66570698,9.473725908,775.3549598,0.888888889,1.537037037,2.12962963,0.475,-4.37,54,722.618,1.23E+12,40.80723983,21.50183527,13.79986328,326.2265143,14.23032602,0.443766327,14.23032602,0.407222352,0.149557855,0.407222352,-0.761400834,-0.443766327,6.0007,212.5451,776.042,3,12,0,1,1,2,2,4,10,3,14,0,19,0,1,1,290,30.32400145,12.64872279,0,5.907179729,0,12.12435458,14.67842544,14.57305289,0,22.67357176,74.51114508,43.2310111,56.26043525,40.84775849,5,23.85733746,40.70510607,0,35.71814232,0,83.14664942,39.89570513,104.4567182,0,0,15.95036581,9.589074368,0,22.67357176,95.82053843,40.26154471,0,65.73344718,77.7511163,0,0,0,138.02,0,3.023573204,0,0,0,0,0,0,0,114.8097601,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.105572017,776.0419885,19.188,64,13,4,4,0,0,1,0.413793103,58,3,0,267.4311,111,0,0,0,0,195.7,16.45524844,0.963333333,16.08157278,45.09096314,24.81163435,565,593,0,40,53,7,5,0,3,2,0,0,0,0,0,1,1,0,0,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,107,3,7.1113,0,86,0
25154041,1.192880293,1333.99502,24.64768912,20.74477058,22.33076712,17.53000978,12.50972973,13.302728,9.766660886,10.62099779,7.202285661,7.782606305,5.101513898,5.642442291,0,0,0,0,0,103.0688228,5.687386275,0,19.18694784,81.96734338,9.507073458,550.1804197,0.972222222,1.694444444,2.388888889,0.423076923,-2.95,36,520.245,315524306.7,23.44866971,9.835580767,4.722862165,218.7506292,5.224295706,0.368966166,5.224295706,0.159350716,0.811894595,0.159350716,0.811894595,-0.368966166,3.75782,145.4647,551.493,1,9,0,2,2,1,3,4,8,1,10,0,5,0,2,2,188,24.20680265,17.10135263,5.647177221,0,0,0,4.899909731,9.967957042,0,0,5.156663257,54.16682135,82.41685606,15.85403379,6,4.523094937,38.46859439,0,29.90841828,0,13.46849361,69.20554269,52.45557384,0,11.38785599,9.799819462,11.37477255,0,15.9299439,89.31414151,6.544756406,6.9237372,11.45417541,45.52449337,0,22.55173393,0,80.56,0,0,0,0,0,0,0,0,6.195629463,60.30947492,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.401988749,551.4929909,11.8292,36,6,3,3,0,0,2,0.12195122,41,5,0,169.1176,72,0,0,0,0,82.96,18.08385098,1.015643161,16.8053195,26.2343843,11.62309681,373,404,0,26,31,8,1,0,1,4,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67,0,3.7636,0,51,0
25154714,1.105428798,1795.764598,38.51756813,31.71858912,31.71858912,25.9808046,18.59561955,18.59561955,14.61346003,14.61346003,10.40204924,10.40204924,7.375544696,7.375544696,24.2701618,19.17814874,0,35.73385321,13.08951281,70.97375744,14.21959508,22.1935066,51.96041707,54.83495957,9.473725908,738.3853313,0.62962963,0.981481481,1.314814815,0.45,-5.66,54,688.49,1.27E+12,38.0765096,16.56430345,8.115988043,314.9699373,13.51861655,0.452870358,13.51861655,0.40701287,0.104129766,0.40701287,-0.686986852,-0.452870358,6.222,202.7508,738.89,4,14,0,2,2,2,2,4,8,4,14,0,11,0,2,2,286,39.87507962,23.73249065,0,11.81435946,0,12.18648014,9.589074368,19.55703141,0,0,76.22588535,59.77290455,13.08951281,50.08481987,6,28.65187464,24.0008396,0,40.36931075,11.83581209,77.54559861,27.30910789,72.57343269,0,33.64166196,10.63357721,9.589074368,0,0,93.1293627,19.06280028,11.83581209,77.11072594,60.92462369,0,33.64166196,0,174.64,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,4,2,0,0,0,4,4,0,0,0,4,4,0,0,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140298185,738.8899853,17.0936,62,12,4,4,0,0,0,0.288135593,59,4,0,252.062,109,0,0,0,0,174.64,23.32569917,1.002714245,22.26255888,43.57540937,20.3106576,560,601,0,40,50,8,6,0,4,2,0,0,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,104,4,6.8796,0,83,0
25154867,1.287065404,1067.072369,23.26093778,17.75576792,17.75576792,15.86432455,10.62662608,10.62662608,7.93873865,7.93873865,5.523466034,5.523466034,3.77779259,3.77779259,11.73975001,17.96578233,0,11.91110285,30.44431697,37.089127,6.066367068,35.49269808,18.19910121,15.28474565,4.736862954,456.1773106,1.090909091,1.909090909,2.575757576,0.291666667,-3.62,33,433.284,28115369.75,22.56954921,9.890489589,6.213149883,188.9799626,12.68004923,0.439047062,12.68004923,0.41739355,0.104709874,0.41739355,-4.430107424,-0.439047062,5.7743,117.0117,456.468,1,6,0,1,1,1,2,3,4,1,9,0,5,0,1,1,172,14.95356129,5.749511833,0,5.879988336,0,12.20741303,4.983978521,9.778515705,13.17124514,0,12.13273414,61.07565775,31.54956702,17.44768134,4,22.70264528,11.71850079,0,14.86786677,5.917906046,25.43876339,18.40630142,78.24837025,0,11.62950017,10.05365156,23.6531686,11.62950017,0,33.9884941,12.59712014,5.917906046,23.96854623,67.12146726,0,0,0,67.35,0,0,0,0,0,0,0,0,38.0401477,49.04318564,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.529013269,456.4679893,10.1646,29,6,1,1,0,0,0,0.222222222,36,3,0,139.5526,59,0,0,0,0,67.35,14.26885282,1.014042668,13.07125486,26.07407407,12.3008,299,332,0,24,23,4,2,0,1,1,0,0,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,56,1,5.7852,3,40,0
25167017,2.505419142,1014.036346,25.78624628,21.0590954,22.69208857,15.62179279,11.29545353,13.76421534,10.22224053,13.41485565,5.088224307,7.681694112,3.013534872,5.285644634,25.72422933,18.00687135,0,29.27962124,18.6529643,11.76188495,5.008912524,41.5424232,37.25557254,20.4570796,0,511.2286967,1.058823529,1.676470588,2.205882353,0.608695652,-1.95,34,474.418,12938287.26,28.2883955,10.75868183,7.032515958,207.1113968,13.52500816,0.315943567,13.52500816,0.249344921,0.099138934,0.249344921,-3.637864295,-0.315943567,2.4231,137.3779,511.714,3,9,0,1,1,1,0,1,7,3,11,0,8,0,0,0,190,10.63357721,0,10.03860901,21.83765061,0,0,9.589074368,18.14880437,0,5.101407526,78.79799574,23.87009285,17.37473734,12.29761001,2,18.00687135,38.76718733,0,20.3645846,15.93138846,53.33711763,25.38712282,35.89528683,0,0,15.35567207,0,0,11.76188495,55.79584356,24.48332276,10.82998094,54.02961189,35.43324287,0,0,0,119.97,0,-2.480048199,0,0,0,0,0,0,25.4577007,60.68901417,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.461279275,511.7139941,11.0428,46,9,3,2,0,0,2,0.371428571,35,1,0,172.5653,72,0,0,0,2,158.23,13.19981611,1.01059227,12.06146554,30.22530612,12.02990388,369,377,0,23,37,5,4,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,71,5,4.0501,0,61,0
25167777,1.580595746,1699.784556,25.2858818,18.68332999,19.49982657,17.35250507,10.5367129,12.01987615,7.682632732,9.333456859,5.442382842,6.841140312,3.766284658,4.874831983,26.55321631,17.19862708,0,11.56737461,11.62981856,39.72601354,19.37300818,18.59053071,30.33183534,24.88741552,4.736862954,505.1020168,0.833333333,1.694444444,2.444444444,0.04,-4.51,36,488.37,151418089.6,23.24210777,9.26748248,4.432034948,204.251592,14.18131757,0.47950006,14.18131757,0.264493882,0.010587185,0.264493882,-4.404249515,-0.47950006,4.8414,129.7185,505.506,1,8,0,0,0,2,3,5,7,1,11,0,6,0,0,0,180,4.736862954,22.21731143,0,5.879988336,10.02329115,0,9.706073385,22.1826056,10.19736362,0,6.066367068,53.59147246,34.97318141,25.0201854,5,21.93549003,26.61360236,0,20.16532066,0,4.895483476,11.83189241,91.01911958,0,28.1337943,9.458957818,14.46821637,5.879988336,0,35.69291518,10.02329115,11.63444168,0,84.28016138,0,33.1567309,0,106.96,0,-4.404249515,0,0,0,0,0,0,53.15451862,46.4997309,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.351854488,505.5059906,8.5957,25,8,1,1,0,0,0,0.15,40,3,0,147.3964,57,0,0,0,2,115.34,15.48534853,1.034484421,13.96914619,27.5625,12.02734839,281,317,0,25,17,5,3,0,0,0,0,0,0,0,0,0,1,0,0,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,53,2,5.9952,2,26,0
25181195,1.892359417,925.4899197,16.51829709,13.19653801,13.19653801,11.72034669,7.977194579,7.977194579,5.852574978,5.852574978,4.286139083,4.286139083,2.994509948,2.994509948,0,4.794537184,0,5.428790392,35.75457676,24.2164158,0,12.13273414,41.29811214,0,14.88768137,322.1317424,1,1.75,2.5,0.210526316,-2.79,24,304.22,499635.1593,14.78031591,6.015739104,2.630513448,138.8037077,12.54192662,0.439618632,12.54192662,0.199677196,0.032373289,0.199677196,-0.032373289,-0.439618632,2.8788,95.3644,322.364,2,5,0,1,1,2,1,3,5,1,5,0,2,0,1,1,122,19.7875911,5.583020142,11.31297259,0,0,0,4.794537184,0,0,0,24.26546827,23.7625527,30.40671765,18.59998814,4,9.154013891,22.54081283,0,0,0,0,36.93685395,58.75426412,0,11.12690298,16.0623676,11.57156848,0,0,26.30327674,4.736862954,0,0,57.74262467,0,22.09614734,0,68.7,0,0,0,0,0,0,0,0,6.137009873,47.52965679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734810585,322.3639929,7.5946,22,5,1,0,0,0,0,0.074074074,27,2,0,110.754,45,0,0,0,0,68.7,11.21253567,1.013754782,10.06040224,17.41563786,7.709141274,226,249,0,19,18,2,3,1,0,1,0,0,0,1,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,1,3.525,0,27,0
25181577,1.638861319,1493.86489,29.02636878,21.52257448,22.27850342,18.93891061,12.1582206,12.53618507,8.853540191,9.289975971,5.794675207,6.02977231,3.96277628,4.129119835,24.29141102,17.96578233,0,46.82343028,11.25737949,5.563451492,35.14411478,44.17930974,0,15.06663885,32.54200075,574.170701,1.1,1.825,2.45,0.259259259,-4.16,40,548.783,588857015.9,28.83804739,11.92565624,6.878548076,232.4370185,14.36531459,0.46481884,14.36531459,0.429377542,0.098881107,0.429377542,-4.829375364,-0.46481884,4.98862,142.9278,574.991,4,9,0,0,0,2,2,4,9,2,13,0,9,0,0,0,210,20.94106086,6.041840829,0,17.93229401,0,12.14560381,4.794537184,9.665781456,23.25390547,0,41.93277523,44.03084872,28.41274694,23.68212423,4,27.43950823,23.51858446,0,19.74844179,5.733667477,38.59040176,12.34054944,82.63761148,0,22.8247541,16.20419791,19.11958442,5.879988336,11.60093989,44.54276838,15.95222176,6.9237372,29.84853457,60.79414719,5.022633314,16.94476576,0,131.17,0,6.100217851,0,0,0,0,0,0,44.39535952,58.19886707,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267353319,574.9909871,11.234,33,8,2,0,0,0,0,0.255813953,43,2,0,171.4963,69,0,0,0,0,132.79,18.09615485,1.012310541,16.87609051,32.90427258,14.6503642,344,370,0,27,26,6,3,1,0,0,0,0,0,0,0,1,1,0,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66,1,6.2701,3,45,0
